"","age","job","marital","education","taxLien","mortgage","taxbill_in_phl","contact","month","day_of_week","campaign","pdays","previous","poutcome","unemploy_rate","cons.price.idx","cons.conf.idx","inflation_rate","spent_on_repairs","y","y_numeric"
"186",41,"management","married","university.degree","no","yes","yes","cellular","may","thu",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no",0
"187",44,"admin.","married","high.school","no","yes","yes","cellular","aug","fri",1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no",0
"188",50,"blue-collar","married","basic.6y","no","yes","yes","cellular","may","mon",3,3,1,"success",-1.8,92.893,-46.2,1.354,5099.1,"yes",1
"189",54,"self-employed","married","high.school","no","no","yes","cellular","aug","tue",3,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no",0
"190",51,"blue-collar","married","basic.6y","no","no","yes","cellular","aug","fri",1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no",0
"191",30,"blue-collar","single","basic.9y","no","no","yes","cellular","nov","wed",1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no",0
"192",42,"housemaid","married","basic.4y","unknown","yes","yes","telephone","jun","fri",8,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no",0
"193",41,"technician","married","professional.course","unknown","yes","yes","telephone","jun","mon",11,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no",0
"194",47,"services","single","basic.9y","no","no","yes","cellular","nov","tue",2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no",0
"195",35,"blue-collar","married","basic.6y","no","yes","yes","cellular","apr","fri",1,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no",0
"196",58,"blue-collar","married","basic.9y","no","no","yes","cellular","nov","tue",1,999,1,"failure",-0.1,93.2,-42,4.153,5195.8,"no",0
"197",50,"blue-collar","divorced","high.school","no","yes","no","cellular","jul","mon",2,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"yes",1
"198",41,"technician","married","professional.course","no","no","yes","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no",0
"199",38,"technician","married","university.degree","no","yes","yes","cellular","may","wed",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no",0
"200",32,"student","single","university.degree","no","no","yes","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",0
"201",21,"student","single","high.school","no","no","yes","cellular","aug","tue",1,999,1,"failure",-2.9,92.201,-31.4,0.884,5076.2,"no",0
"202",46,"admin.","divorced","basic.9y","unknown","no","yes","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no",0
"203",42,"self-employed","married","university.degree","no","yes","yes","cellular","nov","fri",3,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no",0
"204",55,"services","married","basic.9y","no","no","yes","cellular","aug","wed",13,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no",0
"205",29,"admin.","single","high.school","no","yes","yes","telephone","nov","mon",1,6,1,"success",-1.1,94.767,-50.8,1.05,4963.6,"no",0
"206",30,"blue-collar","single","basic.6y","unknown","yes","yes","telephone","jun","wed",1,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no",0
"207",53,"management","married","basic.4y","no","yes","yes","cellular","nov","wed",1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no",0
"208",35,"management","married","university.degree","no","yes","yes","cellular","nov","wed",2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no",0
"209",46,"services","married","professional.course","no","yes","yes","telephone","may","tue",4,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no",0
"210",30,"blue-collar","married","unknown","no","no","yes","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0
"211",43,"entrepreneur","married","university.degree","unknown","yes","yes","cellular","jul","tue",1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no",0
"212",42,"services","married","high.school","unknown","yes","yes","cellular","jul","mon",4,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no",0
"213",32,"technician","married","professional.course","no","no","yes","cellular","jul","tue",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no",0
"214",41,"blue-collar","divorced","basic.9y","no","yes","yes","cellular","may","fri",1,999,1,"failure",-1.8,92.893,-46.2,1.313,5099.1,"no",0
"215",28,"admin.","married","university.degree","no","no","yes","cellular","may","tue",3,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"no",0
"216",24,"services","single","university.degree","no","no","yes","cellular","jul","thu",6,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no",0
"217",43,"management","married","university.degree","unknown","yes","no","cellular","apr","fri",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no",0
"218",30,"admin.","single","university.degree","no","yes","yes","cellular","aug","mon",1,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,"no",0
"219",55,"blue-collar","married","basic.9y","unknown","no","yes","cellular","nov","tue",2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no",0
"220",51,"retired","married","basic.9y","unknown","no","yes","cellular","jul","fri",1,999,0,"nonexistent",1.4,93.918,-42.7,4.959,5228.1,"no",0
"221",22,"student","single","high.school","no","no","no","cellular","jul","fri",2,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no",0
"222",32,"entrepreneur","single","university.degree","no","no","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",0
"223",43,"admin.","married","professional.course","unknown","no","yes","cellular","jul","thu",3,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no",0
"224",39,"management","married","basic.6y","unknown","no","yes","telephone","jun","mon",5,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no",0
"225",52,"blue-collar","divorced","unknown","no","no","yes","cellular","jul","tue",8,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no",0
"226",38,"technician","single","professional.course","no","yes","yes","cellular","may","mon",3,999,1,"failure",-1.8,92.893,-46.2,1.244,5099.1,"no",0
"227",59,"retired","married","basic.4y","no","no","yes","telephone","apr","tue",4,999,0,"nonexistent",-1.8,93.075,-47.1,1.453,5099.1,"no",0
"228",31,"blue-collar","married","basic.4y","no","yes","yes","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0
"229",76,"retired","single","basic.4y","no","no","yes","cellular","nov","mon",4,6,1,"success",-3.4,92.649,-30.1,0.715,5017.5,"yes",1
"230",44,"unknown","single","basic.9y","unknown","yes","yes","telephone","jun","mon",3,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,"no",0
"231",30,"blue-collar","married","unknown","no","no","yes","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no",0
"232",32,"services","married","high.school","unknown","no","yes","telephone","jun","fri",1,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no",0
"233",41,"unemployed","married","unknown","no","no","yes","telephone","jun","fri",3,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no",0
"234",33,"admin.","single","university.degree","no","yes","yes","cellular","aug","thu",4,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"yes",1
"235",59,"retired","married","basic.4y","no","yes","yes","cellular","aug","fri",1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no",0
"236",28,"blue-collar","married","basic.9y","no","yes","yes","cellular","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no",0
"237",33,"blue-collar","single","basic.6y","no","yes","yes","cellular","may","fri",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no",0
"238",53,"services","married","high.school","unknown","yes","yes","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no",0
"239",41,"services","married","high.school","no","no","yes","cellular","mar","wed",6,999,0,"nonexistent",-1.8,92.843,-50,1.778,5099.1,"yes",1
"240",55,"unknown","married","basic.4y","no","no","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no",0
"241",45,"blue-collar","married","basic.9y","unknown","no","yes","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no",0
"242",35,"technician","married","professional.course","no","no","yes","cellular","jul","thu",4,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no",0
"243",31,"services","married","high.school","unknown","no","yes","cellular","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no",0
"244",53,"management","married","university.degree","no","no","yes","cellular","aug","mon",4,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no",0
"245",35,"technician","single","professional.course","no","yes","yes","cellular","may","thu",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no",0
"246",45,"blue-collar","divorced","basic.6y","unknown","yes","yes","cellular","may","thu",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no",0
"247",34,"housemaid","single","university.degree","no","no","yes","telephone","jun","thu",2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no",0
"248",42,"admin.","married","basic.9y","no","no","yes","telephone","apr","mon",3,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no",0
"249",36,"self-employed","married","basic.9y","no","yes","no","cellular","nov","thu",3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",0
"250",44,"admin.","married","high.school","no","no","yes","telephone","may","wed",3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no",0
"251",50,"admin.","divorced","university.degree","no","yes","yes","cellular","aug","tue",2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no",0
"252",36,"admin.","married","university.degree","no","yes","yes","cellular","sep","fri",1,999,0,"nonexistent",-3.4,92.379,-29.8,0.773,5017.5,"no",0
"253",27,"technician","married","professional.course","no","no","yes","cellular","jul","thu",9,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no",0
"254",40,"management","married","unknown","no","no","yes","telephone","may","fri",3,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no",0
"255",25,"technician","single","university.degree","no","yes","no","telephone","jun","mon",6,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,"no",0
"256",29,"management","married","university.degree","no","yes","no","cellular","aug","tue",2,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no",0
"257",44,"admin.","married","high.school","no","no","yes","telephone","may","wed",3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no",0
"258",57,"blue-collar","married","unknown","unknown","yes","yes","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no",0
"259",30,"admin.","single","high.school","no","yes","yes","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no",0
"260",37,"self-employed","married","university.degree","no","yes","no","cellular","aug","wed",2,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,"no",0
"261",57,"technician","married","basic.9y","no","no","yes","cellular","jul","tue",1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no",0
"262",32,"technician","married","professional.course","no","yes","yes","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes",1
"263",54,"admin.","married","professional.course","no","no","yes","cellular","nov","tue",2,10,1,"success",-1.1,94.767,-50.8,1.035,4963.6,"yes",1
"264",58,"blue-collar","married","basic.9y","no","yes","yes","cellular","aug","mon",1,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,"yes",1
"265",29,"admin.","single","university.degree","unknown","yes","yes","cellular","aug","tue",5,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no",0
"266",60,"services","married","high.school","unknown","no","yes","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no",0
"267",27,"unemployed","single","university.degree","no","no","yes","telephone","jun","wed",2,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no",0
"268",30,"unemployed","married","high.school","no","yes","yes","cellular","jul","tue",3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no",0
"269",42,"blue-collar","married","basic.4y","no","no","yes","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no",0
"270",48,"housemaid","married","high.school","no","no","yes","telephone","jun","tue",1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no",0
"271",35,"admin.","single","university.degree","no","no","yes","cellular","aug","mon",2,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,"no",0
"272",46,"blue-collar","married","basic.6y","unknown","yes","no","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0
"273",57,"retired","unknown","basic.4y","no","no","yes","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0
"274",30,"services","married","high.school","no","no","yes","telephone","jun","mon",3,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no",0
"275",28,"technician","single","high.school","no","yes","no","cellular","apr","thu",4,999,1,"failure",-1.8,93.075,-47.1,1.41,5099.1,"no",0
"276",34,"services","married","high.school","unknown","yes","yes","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no",0
"277",42,"blue-collar","married","basic.4y","unknown","no","yes","telephone","jun","thu",1,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"no",0
"278",30,"admin.","single","university.degree","no","yes","yes","cellular","nov","tue",1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no",0
"279",27,"student","single","basic.9y","no","yes","yes","cellular","aug","wed",1,999,0,"nonexistent",-1.7,94.027,-38.3,0.9,4991.6,"no",0
"280",23,"entrepreneur","married","university.degree","no","yes","yes","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no",0
"281",43,"blue-collar","married","basic.4y","unknown","yes","yes","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0
"282",59,"management","married","basic.4y","unknown","yes","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0
"283",31,"self-employed","single","university.degree","no","no","yes","cellular","aug","mon",1,999,2,"failure",-1.7,94.027,-38.3,0.898,4991.6,"no",0
"284",43,"self-employed","married","basic.9y","no","no","yes","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no",0
"285",52,"technician","married","high.school","no","yes","yes","telephone","may","mon",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0
"286",26,"housemaid","single","high.school","unknown","yes","no","telephone","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no",0
"287",24,"blue-collar","married","basic.9y","no","yes","no","telephone","may","fri",6,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no",0
"288",35,"blue-collar","single","basic.6y","no","no","yes","cellular","nov","thu",1,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no",0
"289",59,"technician","married","professional.course","no","no","yes","cellular","jun","thu",4,999,1,"failure",-1.7,94.055,-39.8,0.742,4991.6,"yes",1
"290",28,"blue-collar","married","basic.6y","unknown","no","yes","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no",0
"291",37,"blue-collar","single","basic.9y","no","no","yes","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0
"292",46,"admin.","married","professional.course","no","no","yes","cellular","apr","fri",1,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no",0
"293",26,"technician","single","university.degree","no","yes","yes","cellular","jul","fri",3,6,2,"success",-1.7,94.215,-40.3,0.861,4991.6,"yes",1
"294",40,"management","married","university.degree","no","yes","yes","cellular","aug","thu",6,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no",0
"295",56,"blue-collar","married","basic.4y","unknown","yes","yes","cellular","jul","tue",2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no",0
"296",40,"management","married","university.degree","no","yes","yes","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no",0
"297",29,"admin.","single","university.degree","no","yes","no","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no",0
"298",28,"blue-collar","single","basic.9y","no","yes","yes","cellular","may","thu",1,999,1,"failure",-1.8,92.893,-46.2,1.266,5099.1,"no",0
"299",48,"technician","single","unknown","unknown","no","yes","telephone","may","thu",7,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no",0
"300",28,"unemployed","single","university.degree","no","yes","yes","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no",0
"301",33,"technician","married","professional.course","no","no","yes","telephone","may","thu",4,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no",0
"302",56,"entrepreneur","married","university.degree","no","yes","no","telephone","jun","thu",1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no",0
"303",57,"retired","married","basic.9y","no","no","yes","cellular","aug","tue",4,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"yes",1
"304",24,"admin.","single","high.school","unknown","yes","yes","telephone","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no",0
"305",39,"self-employed","married","university.degree","no","no","yes","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no",0
"306",40,"blue-collar","married","unknown","no","yes","no","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0
"307",54,"blue-collar","divorced","unknown","unknown","yes","yes","telephone","jun","thu",3,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"no",0
"308",25,"admin.","single","university.degree","no","no","yes","telephone","jun","wed",2,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no",0
"309",36,"blue-collar","married","basic.9y","unknown","no","yes","cellular","may","wed",3,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,"yes",1
