SeniorCitizen,WeekendBouncer,avgBounceTime,bounceInStreet,PaperlessBilling,monthlyDistanceBounced,totalDistanceBounced,Churn,phoneType,avgBounceDistance,avgBounceHeight
No,Yes,40,Yes,Yes,74.55,3015.75,No_Churn,Unknown,<1 ft.,<1 ft.
No,Yes,1,Yes,Yes,73.6,73.6,Churn,Android,<1 ft.,<1 ft.
No,No,23,Yes,Yes,64.9,1509.8,No_Churn,Unknown,<1 ft.,1-2 ft.
Yes,No,4,Yes,Yes,95.45,396.1,Churn,Android,<1 ft.,<1 ft.
No,No,4,Yes,Yes,90.4,356.65,No_Churn,Android,1-4 ft.,<1 ft.
No,Yes,68,No,No,60.3,4109,No_Churn,Unknown,1-4 ft.,2+ ft.
No,Yes,38,Yes,Yes,81.85,3141.7,No_Churn,Android,<1 ft.,<1 ft.
No,Yes,52,Yes,No,24.8,1229.1,No_Churn,IPhone,4+ ft.,2+ ft.
Yes,No,32,Yes,Yes,74.9,2303.35,Churn,Android,<1 ft.,<1 ft.
No,Yes,29,Yes,No,75.55,2054.4,No_Churn,Unknown,1-4 ft.,2+ ft.
Yes,Yes,38,Yes,No,101.15,3741.85,No_Churn,Android,<1 ft.,<1 ft.
No,Yes,48,Yes,Yes,78.75,3682.45,No_Churn,Unknown,<1 ft.,1-2 ft.
No,No,1,Yes,Yes,19.25,19.25,No_Churn,IPhone,4+ ft.,<1 ft.
No,No,22,Yes,Yes,89.05,1886.25,No_Churn,Android,1-4 ft.,<1 ft.
No,No,43,Yes,No,115.05,4895.1,No_Churn,Android,1-4 ft.,2+ ft.
Yes,No,5,Yes,Yes,69.35,341.6,No_Churn,Android,<1 ft.,<1 ft.
No,No,5,Yes,Yes,80.6,415.55,Churn,Android,<1 ft.,<1 ft.
No,Yes,51,Yes,No,110.05,5686.4,No_Churn,Android,1-4 ft.,1-2 ft.
No,No,71,Yes,Yes,19.9,1355.1,No_Churn,IPhone,4+ ft.,2+ ft.
No,Yes,38,Yes,No,80.3,3058.65,Churn,Unknown,1-4 ft.,1-2 ft.
Yes,No,24,Yes,Yes,93.15,2231.05,Churn,Android,<1 ft.,<1 ft.
No,No,35,Yes,Yes,91.5,3236.35,No_Churn,Android,1-4 ft.,<1 ft.
Yes,No,54,Yes,No,82.45,4350.1,Churn,Unknown,1-4 ft.,1-2 ft.
No,Yes,72,No,Yes,60,4264,No_Churn,Unknown,1-4 ft.,2+ ft.
No,No,1,Yes,Yes,44.8,44.8,No_Churn,Unknown,<1 ft.,<1 ft.
No,Yes,9,Yes,No,48.6,422.3,No_Churn,Unknown,<1 ft.,1-2 ft.
No,No,69,No,Yes,60.05,4176.7,No_Churn,Unknown,1-4 ft.,2+ ft.
No,No,52,Yes,Yes,102.7,5138.1,No_Churn,Android,1-4 ft.,<1 ft.
Yes,No,11,Yes,Yes,82.9,880.05,No_Churn,Android,1-4 ft.,<1 ft.
Yes,No,2,Yes,Yes,70.35,139.05,Churn,Android,<1 ft.,<1 ft.
Yes,Yes,28,No,Yes,35.9,973.65,No_Churn,Unknown,<1 ft.,<1 ft.
Yes,No,17,Yes,Yes,82.65,1470.05,No_Churn,Android,<1 ft.,<1 ft.
No,Yes,35,Yes,Yes,19.85,739.35,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,8,Yes,Yes,19.2,161.95,No_Churn,IPhone,4+ ft.,1-2 ft.
No,No,46,Yes,Yes,94.9,4422.95,No_Churn,Android,<1 ft.,1-2 ft.
No,No,7,Yes,Yes,73.85,511.25,Churn,Android,<1 ft.,<1 ft.
No,No,2,Yes,No,80.6,155.8,Churn,Android,<1 ft.,<1 ft.
No,Yes,68,Yes,Yes,75.8,5293.95,Churn,Unknown,1-4 ft.,1-2 ft.
No,No,43,Yes,Yes,104.6,4759.85,Churn,Android,<1 ft.,2+ ft.
No,No,68,Yes,Yes,88.15,6148.45,No_Churn,Unknown,1-4 ft.,2+ ft.
No,No,36,Yes,Yes,94.8,3565.65,No_Churn,Android,<1 ft.,<1 ft.
No,No,63,Yes,Yes,103.4,6603,Churn,Android,<1 ft.,<1 ft.
Yes,No,32,Yes,No,54.65,1830.1,No_Churn,Unknown,1-4 ft.,<1 ft.
No,No,71,Yes,No,85.75,6223.8,No_Churn,Unknown,1-4 ft.,2+ ft.
No,Yes,66,Yes,Yes,67.45,4508.65,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,63,Yes,No,20.5,1328.15,No_Churn,IPhone,4+ ft.,1-2 ft.
No,Yes,41,Yes,Yes,20.25,865,No_Churn,IPhone,4+ ft.,1-2 ft.
Yes,No,1,Yes,Yes,72.1,72.1,No_Churn,Android,<1 ft.,<1 ft.
No,No,2,Yes,Yes,90.4,168.2,Churn,Android,<1 ft.,<1 ft.
No,No,70,Yes,No,19.45,1303.5,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,23,No,Yes,44.95,996.85,No_Churn,Unknown,<1 ft.,<1 ft.
Yes,No,64,Yes,No,97,6430.9,No_Churn,Android,<1 ft.,1-2 ft.
No,Yes,37,Yes,Yes,62.8,2278.75,No_Churn,Unknown,1-4 ft.,2+ ft.
No,Yes,17,Yes,No,44.6,681.4,No_Churn,Unknown,<1 ft.,1-2 ft.
Yes,No,7,Yes,Yes,89.15,574.35,No_Churn,Android,<1 ft.,<1 ft.
No,Yes,4,Yes,Yes,84.8,371.9,Churn,Android,<1 ft.,<1 ft.
Yes,No,21,No,Yes,41.9,840.1,Churn,Unknown,<1 ft.,<1 ft.
No,No,10,Yes,Yes,80.25,846,Churn,Android,<1 ft.,<1 ft.
Yes,No,16,Yes,Yes,54.1,889,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,64,Yes,Yes,105.25,6823.4,No_Churn,Android,1-4 ft.,2+ ft.
Yes,No,27,No,No,30.75,805.1,Churn,Unknown,<1 ft.,<1 ft.
No,Yes,42,Yes,No,97.1,4016.75,No_Churn,Android,<1 ft.,1-2 ft.
No,Yes,5,Yes,No,20.2,83.75,No_Churn,IPhone,4+ ft.,<1 ft.
No,No,41,Yes,Yes,98.8,3959.15,No_Churn,Android,1-4 ft.,2+ ft.
No,No,58,Yes,No,50.3,2878.55,No_Churn,Unknown,<1 ft.,1-2 ft.
No,No,47,Yes,Yes,20.55,945.7,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,18,Yes,Yes,75.9,1373.05,No_Churn,Android,1-4 ft.,<1 ft.
No,No,5,Yes,No,96.5,492.55,Churn,Android,<1 ft.,<1 ft.
No,No,23,Yes,Yes,59.95,1406,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,1,Yes,No,19.15,19.15,No_Churn,IPhone,4+ ft.,<1 ft.
No,No,71,Yes,Yes,98.65,6962.85,No_Churn,Android,<1 ft.,1-2 ft.
No,Yes,72,Yes,Yes,112.6,8126.65,No_Churn,Android,1-4 ft.,2+ ft.
No,Yes,33,Yes,No,20.6,690.25,No_Churn,IPhone,4+ ft.,1-2 ft.
No,No,2,Yes,Yes,85.65,181.5,Churn,Android,<1 ft.,<1 ft.
No,Yes,24,No,No,35.75,830.8,No_Churn,Unknown,1-4 ft.,2+ ft.
No,Yes,56,Yes,Yes,99.75,5608.4,No_Churn,Android,1-4 ft.,1-2 ft.
No,No,37,Yes,Yes,96.1,3646.8,No_Churn,Android,<1 ft.,<1 ft.
No,No,43,Yes,No,85.1,3662.25,No_Churn,Unknown,1-4 ft.,1-2 ft.
No,No,1,No,No,25.35,25.35,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,25,Yes,Yes,104.95,2566.5,Churn,Android,1-4 ft.,<1 ft.
No,No,61,Yes,No,89.65,5308.7,No_Churn,Unknown,1-4 ft.,2+ ft.
No,No,17,Yes,No,86.75,1410.25,No_Churn,Android,1-4 ft.,1-2 ft.
No,No,41,Yes,Yes,86.2,3339.05,No_Churn,Android,1-4 ft.,1-2 ft.
No,No,1,Yes,No,50.65,50.65,Churn,Unknown,<1 ft.,<1 ft.
Yes,Yes,72,No,Yes,64.8,4732.35,No_Churn,Unknown,1-4 ft.,2+ ft.
No,No,1,Yes,Yes,90.85,90.85,Churn,Android,<1 ft.,<1 ft.
No,No,48,Yes,Yes,108.1,5067.45,No_Churn,Android,<1 ft.,2+ ft.
Yes,No,11,Yes,No,19.95,214.75,Churn,IPhone,4+ ft.,<1 ft.
Yes,No,55,Yes,Yes,85.45,4874.7,Churn,Android,<1 ft.,<1 ft.
No,No,42,No,Yes,54.75,2348.45,No_Churn,Unknown,1-4 ft.,1-2 ft.
No,No,44,Yes,Yes,90.4,4063,No_Churn,Android,<1 ft.,<1 ft.
No,Yes,1,Yes,No,44,44,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,27,Yes,Yes,95.6,2595.25,No_Churn,Android,<1 ft.,<1 ft.
Yes,No,27,Yes,Yes,84.8,2309.55,No_Churn,Unknown,1-4 ft.,<1 ft.
Yes,No,2,Yes,Yes,44.3,89.3,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,19,Yes,No,19.9,367.55,No_Churn,IPhone,4+ ft.,<1 ft.
Yes,No,42,Yes,Yes,95.05,3944.5,No_Churn,Android,<1 ft.,<1 ft.
No,No,66,Yes,Yes,90.05,5965.95,No_Churn,Unknown,1-4 ft.,2+ ft.
Yes,No,33,Yes,Yes,109.9,3694.7,No_Churn,Android,1-4 ft.,<1 ft.
No,No,34,Yes,Yes,73.95,2524.45,Churn,Android,<1 ft.,<1 ft.
Yes,No,33,No,Yes,54.6,1803.7,No_Churn,Unknown,1-4 ft.,<1 ft.
No,Yes,23,Yes,No,20.05,415.1,No_Churn,IPhone,4+ ft.,1-2 ft.
No,No,32,Yes,No,19.75,624.15,No_Churn,IPhone,4+ ft.,1-2 ft.
No,No,11,Yes,No,20.05,237.7,No_Churn,IPhone,4+ ft.,1-2 ft.
No,Yes,69,Yes,Yes,99.45,7007.6,Churn,Android,<1 ft.,<1 ft.
No,No,68,Yes,No,55.9,3848.8,No_Churn,Unknown,1-4 ft.,1-2 ft.
No,No,20,Yes,Yes,19.7,419.4,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,72,Yes,Yes,19.8,1468.75,No_Churn,IPhone,4+ ft.,2+ ft.
No,Yes,60,Yes,Yes,95.4,5812,No_Churn,Android,<1 ft.,1-2 ft.
Yes,Yes,32,Yes,Yes,93.95,2861.45,No_Churn,Android,<1 ft.,<1 ft.
No,No,1,Yes,Yes,19.9,19.9,Churn,IPhone,4+ ft.,<1 ft.
No,No,1,Yes,Yes,19.6,19.6,Churn,IPhone,4+ ft.,<1 ft.
Yes,No,3,Yes,Yes,81.35,233.7,Churn,Android,<1 ft.,<1 ft.
No,No,46,Yes,Yes,24.45,1066.15,No_Churn,IPhone,4+ ft.,1-2 ft.
No,No,29,Yes,Yes,74.95,2149.05,No_Churn,Android,<1 ft.,<1 ft.
No,No,51,Yes,Yes,87.35,4473,No_Churn,Android,1-4 ft.,<1 ft.
Yes,No,48,Yes,Yes,70.65,3545.05,No_Churn,Android,<1 ft.,<1 ft.
No,Yes,16,Yes,No,73.25,1195.75,No_Churn,Android,<1 ft.,<1 ft.
No,No,70,Yes,Yes,98.7,6858.9,No_Churn,Android,1-4 ft.,2+ ft.
No,Yes,40,Yes,Yes,24.8,1024.7,No_Churn,IPhone,4+ ft.,2+ ft.
No,Yes,22,Yes,No,83.3,1845.9,Churn,Android,<1 ft.,<1 ft.
Yes,No,1,Yes,Yes,75.3,75.3,Churn,Android,<1 ft.,<1 ft.
No,Yes,5,Yes,Yes,24.3,132.25,No_Churn,IPhone,4+ ft.,<1 ft.
No,No,7,Yes,Yes,69.85,515.45,No_Churn,Android,<1 ft.,<1 ft.
No,Yes,29,Yes,No,100.55,2830.45,No_Churn,Android,1-4 ft.,1-2 ft.
No,Yes,44,Yes,No,25.7,1110.5,No_Churn,IPhone,4+ ft.,1-2 ft.
No,No,10,No,No,40.7,449.3,No_Churn,Unknown,<1 ft.,<1 ft.
Yes,No,55,Yes,No,51.65,2838.55,No_Churn,Unknown,<1 ft.,<1 ft.
Yes,No,52,Yes,Yes,105.1,5376.4,No_Churn,Android,<1 ft.,1-2 ft.
No,Yes,10,Yes,No,85.95,858.6,No_Churn,Android,<1 ft.,<1 ft.
No,No,18,Yes,Yes,75.6,1395.05,No_Churn,Android,<1 ft.,<1 ft.
No,No,68,Yes,No,58.25,3975.7,No_Churn,Unknown,1-4 ft.,1-2 ft.
No,Yes,61,Yes,Yes,19.4,1182.55,Churn,IPhone,4+ ft.,<1 ft.
No,Yes,72,No,Yes,65.2,4784.45,No_Churn,Unknown,1-4 ft.,2+ ft.
No,No,2,Yes,No,53.45,119.5,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,12,Yes,Yes,45.4,518.9,Churn,Unknown,<1 ft.,<1 ft.
No,No,41,Yes,Yes,19.75,899.45,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,26,No,Yes,44.45,1183.8,No_Churn,Unknown,1-4 ft.,<1 ft.
No,No,36,Yes,No,20.85,720.05,No_Churn,IPhone,4+ ft.,1-2 ft.
No,Yes,72,Yes,Yes,114.05,8468.2,No_Churn,Android,1-4 ft.,2+ ft.
No,No,35,Yes,Yes,89.85,3161.2,No_Churn,Android,1-4 ft.,<1 ft.
No,No,1,Yes,No,55.05,55.05,No_Churn,Unknown,1-4 ft.,<1 ft.
No,Yes,16,Yes,Yes,112.95,1882.55,No_Churn,Android,1-4 ft.,<1 ft.
Yes,No,49,Yes,No,101.55,5070.4,No_Churn,Android,<1 ft.,<1 ft.
No,No,54,Yes,Yes,114.65,6049.5,No_Churn,Android,1-4 ft.,1-2 ft.
No,Yes,18,Yes,No,64.8,1166.7,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,36,Yes,No,80.4,2937.65,No_Churn,Android,<1 ft.,<1 ft.
No,No,60,Yes,Yes,105.9,6396.45,Churn,Android,<1 ft.,<1 ft.
No,No,1,Yes,No,69.55,69.55,Churn,Android,<1 ft.,<1 ft.
No,Yes,52,Yes,Yes,25.05,1270.25,No_Churn,IPhone,4+ ft.,2+ ft.
No,Yes,8,Yes,Yes,94.75,759.55,No_Churn,Android,<1 ft.,<1 ft.
No,Yes,72,Yes,No,105.5,7611.55,No_Churn,Android,1-4 ft.,2+ ft.
No,No,64,Yes,No,24.7,1642.75,No_Churn,IPhone,4+ ft.,1-2 ft.
Yes,No,22,Yes,Yes,69.75,1545.4,No_Churn,Unknown,1-4 ft.,<1 ft.
No,No,60,No,Yes,60.2,3582.4,No_Churn,Unknown,1-4 ft.,<1 ft.
No,Yes,28,Yes,Yes,81.05,2227.1,Churn,Android,<1 ft.,<1 ft.
No,No,61,Yes,No,24.4,1417.9,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,24,Yes,Yes,104.15,2494.65,No_Churn,Android,<1 ft.,<1 ft.
No,Yes,28,Yes,No,92.9,2768.35,No_Churn,Android,1-4 ft.,1-2 ft.
No,Yes,30,Yes,No,80.8,2369.3,No_Churn,Unknown,1-4 ft.,2+ ft.
No,No,2,Yes,No,20,38,No_Churn,IPhone,4+ ft.,<1 ft.
No,No,1,Yes,Yes,75.1,75.1,No_Churn,Android,<1 ft.,<1 ft.
No,Yes,6,Yes,No,19.65,100.9,No_Churn,IPhone,4+ ft.,<1 ft.
No,No,24,Yes,Yes,69.45,1614.05,No_Churn,Unknown,<1 ft.,<1 ft.
No,Yes,4,Yes,No,101.15,385.9,Churn,Android,<1 ft.,<1 ft.
No,No,7,Yes,Yes,99.8,673.25,Churn,Android,<1 ft.,<1 ft.
Yes,No,72,Yes,Yes,116.05,8404.9,No_Churn,Android,1-4 ft.,2+ ft.
No,No,70,No,Yes,40.05,2799.75,No_Churn,Unknown,1-4 ft.,2+ ft.
Yes,No,64,Yes,No,102.1,6538.45,No_Churn,Android,1-4 ft.,2+ ft.
No,Yes,72,Yes,Yes,89.7,6588.95,No_Churn,Android,<1 ft.,1-2 ft.
No,Yes,44,Yes,No,19.9,868.1,No_Churn,IPhone,4+ ft.,2+ ft.
No,Yes,13,Yes,No,55.95,734.35,Churn,Unknown,<1 ft.,<1 ft.
Yes,No,17,Yes,No,20.65,330.6,No_Churn,IPhone,4+ ft.,1-2 ft.
No,No,1,Yes,Yes,55,55,Churn,Unknown,<1 ft.,<1 ft.
No,No,9,Yes,Yes,70.05,564.4,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,24,Yes,No,53.6,1315.35,No_Churn,Unknown,1-4 ft.,<1 ft.
No,Yes,1,Yes,Yes,74.7,74.7,Churn,Android,<1 ft.,<1 ft.
No,No,24,Yes,Yes,80.25,1861.5,Churn,Android,<1 ft.,<1 ft.
Yes,Yes,35,Yes,Yes,76.05,2747.2,No_Churn,Unknown,1-4 ft.,<1 ft.
No,Yes,7,Yes,Yes,75.7,554.05,No_Churn,Unknown,1-4 ft.,<1 ft.
No,No,5,Yes,Yes,96.1,453.4,Churn,Android,1-4 ft.,<1 ft.
No,Yes,15,Yes,No,69,994.8,Churn,Android,<1 ft.,<1 ft.
No,Yes,11,Yes,No,19.65,225.75,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,48,No,Yes,45.3,2145,Churn,Unknown,<1 ft.,<1 ft.
Yes,No,20,Yes,Yes,81.45,1671.6,No_Churn,Android,<1 ft.,<1 ft.
No,No,72,Yes,Yes,108.5,8003.8,No_Churn,Android,1-4 ft.,1-2 ft.
No,Yes,8,Yes,Yes,83.55,680.05,Churn,Android,<1 ft.,<1 ft.
No,Yes,72,Yes,Yes,84.5,6130.85,No_Churn,Android,<1 ft.,2+ ft.
No,No,15,Yes,Yes,100.15,1415,No_Churn,Android,<1 ft.,<1 ft.
No,No,72,Yes,Yes,88.6,6201.95,No_Churn,Unknown,1-4 ft.,2+ ft.
No,Yes,0,No,Yes,52.55,NA,No_Churn,Unknown,1-4 ft.,2+ ft.
No,Yes,1,Yes,Yes,74.35,74.35,Churn,Android,<1 ft.,<1 ft.
No,Yes,63,Yes,Yes,104.8,6597.25,No_Churn,Android,<1 ft.,2+ ft.
No,No,2,Yes,Yes,59,114.15,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,2,Yes,Yes,74.4,139.4,Churn,Android,<1 ft.,<1 ft.
Yes,No,61,Yes,No,64.05,3902.6,No_Churn,Unknown,<1 ft.,1-2 ft.
No,No,1,Yes,No,20.4,20.4,No_Churn,IPhone,4+ ft.,<1 ft.
No,No,22,No,Yes,43.75,903.6,Churn,Unknown,<1 ft.,1-2 ft.
No,No,28,Yes,No,60.9,1785.65,No_Churn,Unknown,1-4 ft.,<1 ft.
No,No,70,Yes,No,19.8,1397.65,No_Churn,IPhone,4+ ft.,2+ ft.
Yes,No,5,No,No,28.45,131.05,Churn,Unknown,<1 ft.,<1 ft.
No,No,12,Yes,Yes,99.7,1238.45,Churn,Android,<1 ft.,<1 ft.
No,No,34,Yes,No,116.25,3899.05,No_Churn,Android,1-4 ft.,1-2 ft.
Yes,No,71,Yes,Yes,80.7,5676,No_Churn,Android,<1 ft.,2+ ft.
No,Yes,70,Yes,No,65.2,4543.15,No_Churn,Unknown,<1 ft.,1-2 ft.
No,Yes,52,Yes,Yes,84.05,4326.8,No_Churn,Android,1-4 ft.,<1 ft.
No,Yes,69,Yes,Yes,79.45,5502.55,No_Churn,Unknown,1-4 ft.,2+ ft.
Yes,No,20,Yes,Yes,94.1,1782.4,Churn,Android,<1 ft.,<1 ft.
No,Yes,11,Yes,Yes,78,851.8,No_Churn,Android,<1 ft.,<1 ft.
No,No,2,Yes,Yes,94.2,167.5,Churn,Android,1-4 ft.,<1 ft.
No,Yes,6,Yes,Yes,80.5,502.85,Churn,Android,1-4 ft.,<1 ft.
No,No,1,Yes,No,19.85,19.85,No_Churn,IPhone,4+ ft.,<1 ft.
Yes,Yes,20,Yes,No,94.3,1818.3,No_Churn,Android,1-4 ft.,1-2 ft.
No,No,61,Yes,Yes,106.45,6300.15,No_Churn,Android,<1 ft.,<1 ft.
Yes,No,5,Yes,Yes,74.35,334.8,Churn,Android,<1 ft.,<1 ft.
No,No,56,Yes,Yes,105.45,5916.95,No_Churn,Android,1-4 ft.,<1 ft.
No,No,30,Yes,Yes,95,2852.4,No_Churn,Android,1-4 ft.,<1 ft.
No,No,40,Yes,No,104.8,4131.95,Churn,Android,1-4 ft.,<1 ft.
No,No,28,Yes,No,54.3,1546.3,No_Churn,Unknown,1-4 ft.,1-2 ft.
Yes,No,5,Yes,No,70.05,302.6,No_Churn,Android,<1 ft.,<1 ft.
Yes,No,27,Yes,Yes,75.2,1929.35,Churn,Android,<1 ft.,<1 ft.
No,No,12,Yes,No,20.05,265.45,No_Churn,IPhone,4+ ft.,<1 ft.
No,Yes,67,Yes,Yes,105.4,6989.45,No_Churn,Android,<1 ft.,1-2 ft.
Yes,No,29,Yes,Yes,51.6,1442,No_Churn,Unknown,<1 ft.,<1 ft.
No,Yes,55,Yes,No,85.5,4713.4,No_Churn,Android,<1 ft.,<1 ft.
No,No,23,Yes,No,75.6,1758.6,Churn,Android,<1 ft.,<1 ft.
No,No,34,Yes,Yes,100.05,3480,Churn,Android,<1 ft.,<1 ft.
No,No,52,Yes,No,91.25,4738.3,No_Churn,Android,<1 ft.,1-2 ft.
Yes,Yes,72,Yes,Yes,115.75,8399.15,No_Churn,Android,1-4 ft.,2+ ft.
No,Yes,58,Yes,Yes,94.7,5430.35,No_Churn,Android,1-4 ft.,1-2 ft.
No,Yes,35,Yes,No,19.6,686.95,No_Churn,IPhone,4+ ft.,2+ ft.
Yes,No,56,Yes,Yes,99.9,5706.3,No_Churn,Android,1-4 ft.,2+ ft.
No,Yes,24,Yes,Yes,21.1,490.65,No_Churn,IPhone,4+ ft.,2+ ft.
No,Yes,70,Yes,No,20.05,1360.25,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,2,Yes,Yes,79.95,174.45,No_Churn,Android,<1 ft.,<1 ft.
Yes,Yes,68,Yes,Yes,107.15,7379.8,No_Churn,Android,1-4 ft.,1-2 ft.
No,No,1,Yes,Yes,85,85,Churn,Android,<1 ft.,<1 ft.
No,No,12,Yes,Yes,89.55,1021.75,No_Churn,Android,<1 ft.,<1 ft.
No,No,63,Yes,Yes,81.55,5029.05,No_Churn,Android,<1 ft.,<1 ft.
No,Yes,33,Yes,Yes,58.45,1955.4,No_Churn,Unknown,<1 ft.,1-2 ft.
No,No,69,Yes,Yes,95.65,6744.2,No_Churn,Android,<1 ft.,1-2 ft.
No,Yes,60,Yes,Yes,80.6,4946.7,No_Churn,Unknown,1-4 ft.,2+ ft.
No,Yes,72,Yes,Yes,113.1,8248.5,No_Churn,Android,1-4 ft.,2+ ft.
No,No,11,Yes,Yes,58.95,601.6,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,1,Yes,No,19.55,19.55,No_Churn,IPhone,4+ ft.,<1 ft.
No,No,10,Yes,Yes,86.05,834.1,Churn,Android,<1 ft.,<1 ft.
No,No,13,No,Yes,45.55,597,Churn,Unknown,1-4 ft.,<1 ft.
No,Yes,34,Yes,Yes,78.95,2647.2,No_Churn,Android,<1 ft.,1-2 ft.
No,Yes,39,Yes,Yes,86.3,3266,Churn,Android,<1 ft.,<1 ft.
No,No,65,Yes,Yes,105.05,6744.25,No_Churn,Android,1-4 ft.,1-2 ft.
Yes,No,50,Yes,Yes,101.9,5265.5,No_Churn,Android,<1 ft.,1-2 ft.
No,No,15,Yes,No,19.75,311.6,No_Churn,IPhone,4+ ft.,<1 ft.
No,Yes,72,Yes,Yes,110.3,7966.9,No_Churn,Android,<1 ft.,2+ ft.
No,Yes,72,Yes,Yes,115.6,8220.4,No_Churn,Android,1-4 ft.,2+ ft.
No,Yes,55,Yes,No,19.35,1153.25,No_Churn,IPhone,4+ ft.,2+ ft.
No,Yes,23,Yes,Yes,25.6,514.75,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,32,Yes,Yes,80.35,2596.15,Churn,Android,<1 ft.,<1 ft.
No,Yes,56,Yes,Yes,68.75,3808,No_Churn,Unknown,<1 ft.,1-2 ft.
No,No,1,Yes,No,19.9,19.9,No_Churn,IPhone,4+ ft.,<1 ft.
No,No,38,Yes,No,70.6,2708.2,No_Churn,Unknown,1-4 ft.,1-2 ft.
No,No,11,Yes,No,70.2,760.05,No_Churn,Android,<1 ft.,<1 ft.
No,No,1,Yes,Yes,49.3,49.3,No_Churn,Unknown,1-4 ft.,<1 ft.
No,No,56,Yes,Yes,107.25,6033.3,No_Churn,Android,1-4 ft.,1-2 ft.
No,No,3,Yes,Yes,23.6,89.05,No_Churn,IPhone,4+ ft.,<1 ft.
No,Yes,7,Yes,No,69.7,516.15,No_Churn,Unknown,<1 ft.,<1 ft.
No,Yes,59,Yes,Yes,99.5,5861.75,No_Churn,Android,<1 ft.,2+ ft.
No,No,7,Yes,No,64.3,445.95,No_Churn,Unknown,1-4 ft.,<1 ft.
No,Yes,71,Yes,Yes,70.85,4973.4,No_Churn,Unknown,1-4 ft.,2+ ft.
No,Yes,15,Yes,No,101.9,1667.25,No_Churn,Android,1-4 ft.,1-2 ft.
No,No,71,Yes,No,73.5,5357.75,No_Churn,Unknown,1-4 ft.,2+ ft.
No,No,35,Yes,Yes,100.25,3527.6,Churn,Android,<1 ft.,<1 ft.
No,No,11,No,Yes,40.4,422.6,No_Churn,Unknown,1-4 ft.,1-2 ft.
No,Yes,60,Yes,Yes,19.25,1103.25,No_Churn,IPhone,4+ ft.,2+ ft.
Yes,No,47,Yes,No,59.6,2754,No_Churn,Unknown,1-4 ft.,2+ ft.
No,No,11,Yes,No,64.9,697.25,No_Churn,Unknown,1-4 ft.,1-2 ft.
No,No,56,Yes,No,100.3,5614.45,Churn,Android,<1 ft.,1-2 ft.
Yes,No,28,Yes,Yes,110.85,3204.4,No_Churn,Android,1-4 ft.,<1 ft.
No,No,61,Yes,Yes,81.05,4747.65,No_Churn,Unknown,1-4 ft.,2+ ft.
No,Yes,31,Yes,No,98.05,3082.1,No_Churn,Android,<1 ft.,1-2 ft.
No,No,9,Yes,Yes,70.5,597.9,No_Churn,Android,<1 ft.,<1 ft.
Yes,No,35,Yes,Yes,94.55,3365.4,No_Churn,Android,<1 ft.,<1 ft.
No,No,2,Yes,Yes,19.65,38.8,No_Churn,IPhone,4+ ft.,<1 ft.
No,Yes,12,Yes,No,19,233.55,Churn,IPhone,4+ ft.,<1 ft.
No,No,1,Yes,No,75.3,75.3,Churn,Android,<1 ft.,<1 ft.
Yes,No,4,Yes,Yes,89.2,346.2,Churn,Android,<1 ft.,<1 ft.
No,Yes,1,Yes,Yes,19,19,No_Churn,IPhone,4+ ft.,<1 ft.
No,No,3,Yes,Yes,20,61.7,No_Churn,IPhone,4+ ft.,<1 ft.
Yes,No,1,Yes,Yes,85.7,85.7,Churn,Android,<1 ft.,<1 ft.
No,No,52,Yes,Yes,63.25,3342.45,No_Churn,Unknown,<1 ft.,2+ ft.
No,Yes,5,Yes,No,20.1,85.1,No_Churn,IPhone,4+ ft.,1-2 ft.
No,No,72,Yes,Yes,99.15,7422.1,No_Churn,Android,<1 ft.,2+ ft.
No,Yes,71,Yes,No,90.4,6668.05,No_Churn,Unknown,1-4 ft.,2+ ft.
No,No,72,Yes,Yes,111.9,8071.05,No_Churn,Android,1-4 ft.,2+ ft.
No,Yes,46,Yes,No,24.9,1174.8,No_Churn,IPhone,4+ ft.,1-2 ft.
No,Yes,63,Yes,No,83.5,5435,No_Churn,Unknown,<1 ft.,2+ ft.
No,No,30,Yes,Yes,84.3,2438.6,No_Churn,Android,<1 ft.,<1 ft.
No,No,1,Yes,No,45.6,45.6,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,12,Yes,Yes,61.65,713.75,Churn,Unknown,1-4 ft.,<1 ft.
